core0510,(주)코아팜바이오
catbeamtech1,(주)씨에이티빔텍
catbell,캣벨컴퍼니(주)
catchitplay,(주)캐치잇플레이
catchonmind,캐치온마인드(주)
catenoid11,카테노이드(주)
catgloo,(주)캣글루
cathay77,퍼시픽솔라
catoz2015,카토즈(주)
catsandfox,(주)성신이엔지
catsol1,(주)캣솔루션
catsro,캣츠로
causetech,(주)코즈테크
cavaclab,(주)중앙백신연구소
caz5859,(주)카즈
CB014374,(주)첨단엔프라
cb16654,(주)셀로스바이오텍
cb6290,(주)대성디에스아이
cbc051,수풍산업(주)
cbg0909,(주)현성이앤이
cbgun,부경열처리
cbh5300,농업회사법인(주)이비채
cbhitec,씨에이치(주)
cbins,(주)천봉
cbiomex,(주)씨바이오멕스
cbj1409,도화정밀(주)
cbk1119,(주)이앤에스시스템 
cbl0623,(주)케이텍플러스
CBL1016,(주)씨티케이브랜드랩
cbl1960,(주)삼오산업
cbmjj,(주)코글플래닛
cbnuh1986,(주)골든아워 (Golden hour Inc.)
cbo9712,서한테크
cbs03,(주)미로
cbs10112,(주)다원테크놀러지
cbs94050,(주)왕정
cbsbio,씨비에스바이오사이언스(주)
cc6800,(주)제일캐노피
cca2004,CCA
ccc1625,(주)씨쓰리
ccctop,(주)칼라런트코리아
ccf1244,(주)그린첨단과학온실
cch1005,(주)에티스
cch126884,창영메디칼(주)
cchppgg,고려씨엔씨(주)
ccic5858,충청정보통신 (주)
ccje5568,충청종합환경(주)
ccl6001,(주)쿱커피랩
cclo07,웰빙바이오
cclsoft,(주)씨씨엘소프트
cclss2017,(주)키클롭스
ccm6946,(주)창대이앤씨
ccmillsvc,(주)엠티이에스 
ccncdesign,(주)씨씨앤씨디자인뱅크
cco235,성민ENGINEERING
ccobi001,(주)케이케이티생명자원개발연구소
ccolon,(주)씨콜론커뮤니케이션즈
ccon2000,(주)이루심 푸드
ccprintco,(주)청춘코퍼레이션
ccri0920,성지종합상사(주)
ccs1corp,(법인 협동조합)청창사 1호 협동조합
cctec1,창신기술(주)
cctech,(주)씨씨텍
cctk2014,(주)칵테일미디어
cctv2012,(주)새롬정보기술
cctv79,(주)지인테크
cctvdys,동양전자시스템
ccveritas,(주)더브이플래닛
ccwcap,(주)피앤씨솔루션
ccy9954,(주)태일시스템
ccychoe,이노파워(INNOPOWER)
cd0913,(주)창대이노베이션
cd3358,(주)창대
cd5396,(주)천둥
cd8034000,첨단포장산업(주)
cdawoon10,(주)디앤아이
cdc00903,청담클라우드(주)
cdckorea,씨디씨코리아(주)
cdcomkorea,씨디콤코리아(주)
cdf160509,트릴런(주)
cdf1701,(주)씨디에프
cdgene,(주)씨디젠
cdh6839,(주)파티클
cdj9880,(주)에스제이푸드시스템
cdkey1111,(주)화진
cdmbshin24,(주)씨디엠비
cdmo201,(주)씨드모젠
CDQ8324,(주)씨디큐세미텍
cds6242,(주)고려데이타시스템
cds6312,국제종합광고
cds9797,"(주)차햄프인더스트리 (Co.,Inc.Cha Hemp industry)"
cdsedu,씨디에스에듀(주)
cdskorea,(주)씨지오
cdsse11,(주)씨디에스에스이
cdsyhs00,(주)아이엠
cdtel,첨단정보통신(주)
cdtrnd,(주)씨디티
cdupartners,씨디유파트너스(주)
cdw6734,건우ENG
ce7536,(주)씨엔이
cebika,(주)세비카
CeChem,(주)씨앤켐
ceco0828,(주)세코
cecuriti5713,씨큐리티(주)
cedar13,(주)시더
ceedup40,(주)씨드업
cefobio,(주)세포바이오
cej0316,(주)윤성정기
cek16047,(주)씨이케이
celalink,(주)셀라링크
celbrain19,(주)셀브레인
celcom,(주)셀콤
celeb4u,(주)셀럽포유
celebekorea,(주)셀러비코리아
celebspick,"(주)셀럽21 (Celeb21 Co.,Ltd.)"
celebtide,(주)마이셀럽스
celemics,(주)셀레믹스
celimbio,(주)세림바이오테크
cell2in,(주)셀투인
cellabio,(주)셀라바이오텍(CELLA BIOTECH Inc.)
cellabmed,(주)셀랩메드
cellapeutics,(주)셀라퓨틱스바이오
cellapia01,셀라퓨틱스(예비벤처)
cellapybio61,(주)셀라피바이오
Cellatoz01,(주)셀라토즈테라퓨틱스
cellbiohuman,(주)셀바이오휴먼텍
cellbion,(주)셀비온
cellbit,셀리온(주)
cellbittech,셀빛테크(주)
cellbrain,(주)셀레브레인
cellbycell77,(주)셀바이셀
cellcubes8,(주)셀쿱스
celldi,(주)셀디
celleco,(주)세레코
cellengene,(주)셀렌진
cellex,(주)일리아스바이오로직스
cellfarm,쎌팜(Cell farm)
cellico,(주)셀리코
celliconlab,(주)셀아이콘랩
cellinbi,(주)셀인바이오
cellincells,(주)셀인셀즈
cellion,(주)셀라이온바이오메드
cellivery,(주)셀리버리
celllien0207,(주)셀리엔시스템
cellmeat,셀미트(주)
cellmico,(주)미코
cellnbio,(주)셀앤바이오
cellnlife,(주)세렌라이프
cellogin01,(주)셀로긴
cellotex,(주)셀로텍스
cellpark,(주)셀파크글로벌
cellplus,(주)셀플러스코리아
cellreturn,(주)셀리턴
cellsafe,(주)셀세이프
celltech,(주)셀텍
celltech1,(주)쏄텍
celltek0920,(주)셀텍
celltron,(주)셀트론
cellturn,(주)셀턴
cellvertics,(주)셀버틱스
celtran,(주)바이오셀트란
cem8059,씨이엠텍(주)
cemics,(주)세믹스하우징
cemware,(주)셈웨어
cen0000,(주)센테크
cen2701,(주)씨이엔
cen80305,(주)곤트란쉐리에코리아
cenaclesoft,(주)세나클소프트
cencorp001,씨이엔코퍼레이션(주)
cenno123,(주)첸노
ceno6284,(주)세노
ceno662,(주)세노텍
cenomceo,(주)쎄넘
cenos2018,"(주)세노스 (CENOS Co.,Ltd.)"
cenpion0109,센피온(주)
censys,씨엔시스
cent7760,(주)센트라
centech,(주)백년기술
centreal2014,서울센트리얼치과병원
centricsbio,(주)센트릭스바이오
centrion2015,(주)센트리온
centum,(주)센텀머티리얼즈
centum79,(주)리앤노
centumit,(주)센텀인터넷
century01,(주)센추리산업
centurye,(주)센추리이씨
cenyx2016,(주)세닉스바이오테크
ceo10won,"(주)텐원더스(10wonder Co.,Ltd.)"
ceo235,(주)헬씨티슈
ceoghpark,리뷰쉐어
ceoik,(주)서원코리아
ceojerrypark,"(주)킹스맨(Kingsman Chamber International Co.,Ltd)"
ceojgv,제이지비퍼블릭
ceojules,(주)액스
ceokdp4500,(주)한창테크
ceokjs69,(주)대한지오이엔씨
ceong88,태경정밀
ceopjb,(주)태원이노베이션
ceorex,툴렉스(TOOLREX)
ceoscore,(주)시이오랩
cepco2012,(주)셉코
ceptech,(주)씨이피테크
cera2019,세라(주)
cera3030,(주)세라켐
cera7,낙우산업(주)
ceraart,(주)세라트
ceraco,(주)세라코 
cerafc,(주)세라에프씨
ceramedi,(주)세라메디
ceraron,세라론헬스텍
ceratrak,(주)세라트랙
ceresfnd,(주)세레스에프엔디
cerio8850,세리오(협동조합)
ces0308,거성테크
ces2338,(주)데베트론코리아
cesmanse,(주)씨이에스
cest00,(주)세스트
cesteel,세진에스앤티(주)
cetalab,(주)세타랩
cetatech,(주)쎄타텍
cetek3,(주)씨이텍
cetenv,(주)세트이엔지
ceti0401,(주)씨이기술
ceti2010,(주)해정개발
cetuslab,(주)씨터스랩
cf00816,(주)착하게푸드
cfa2729,"(주)씨에프에이글로벌 (CFA global,LTD.)"
cfc1211,코스팜(주)
cfctm,(주)씨에프씨테라메이트
cfic2110,(주)싸이크로스
cfissb,창성나노텍(주)
cfn0328,(주)아이알로봇
CFO770,(주)경리왕
cftvkr,(주)엘에스과학기술원
cfx1005,(주)코어플렉스
cfx531,(주)앤플럭스
cg2627,주광정밀(주)
cg9973,(주)청공
cgbox,(주)청화선
cgeng,시지엔지니어링(주)
cgf0127,씨지에프(주)
cgi023,(주)천광산업
cgiinc,(주)시지아이
cglighting,라이트 컬러렉스
cgmw1207,(주)씨앤지 마이크로웨이브
cgpixel,(주)씨지픽셀스튜디오
cgreem0505,그림
cgrm,(주)이모션
cgs6699,(주)제논지반기술
cgscompany,(주)씨지에스
cgsit,씨지에스아이티(주)
cgsplan,(주)씨지스플랜
cgtaecgusa,(주)시지태테크놀러지
cgtale,(주)씨지테일
cgtech32,씨앤지테크(주)
ch005680,(주)드림하이테크
ch0i0425,(주)지아이빌리언스
ch102700,(주)주얼라인
ch13330,(주)철현
ch16178,제일저지(주)
ch2002,(주)천하
ch2471,씨에이치(CH)레이져
ch323,천지환경(주)
ch3285233,(주)에이알지테크놀로지
ch38369,씨엔에스
ch9640,청호환경개발(주)
ch9960,청호산업(유한)
cha931121,(주)메카디안
cha9511,창조산업
chabachi,(주)차바치
chabada2738,(주)리원에이스
chabiolab,(주)차바이오랩
chacare,(주)차케어
chae0874,이에스피(ESP)
chae2010,우드테크
chae76ys,(주)다드림산업
chaeoj2002,(주)기현테크
chaeon,(주)채온
chaeum515,(주)지피지기소프트
chaeumcni,(주)채움씨앤아이
chaewoo,(주)채우
chaewool,(주)채울
chaeya,(주)인베슘
chago0910,(주)차고엔지니어링
chahy1103,(주)에이오이
chain2017,(주)체인파트너스
chainlogis,(주)체인로지스
chainsecure,(주)체인시큐어
chainsoft,(주)블록체인소프트
chairplu,체어플러스
chairworld,(주)씨.월드
chajd46,(주)모리스
chajeon,차전에프앤비(주)
chakan,(주)착한공장
chakan123,(주)착한넷
challenge,(주)챌린지코리아
challym,(주)계림식품농업회사법인
cham87,(주)참한식품
chamdahan,(주)지씨바이오
chamgyo,"(주)조인트리(JOINTREE Co., LTD.)"
chamit,(주)참정보기술
chamjoeunsf,(주)참조은에스에프
chammat0,법성포참맛(영어조합법인)
chamnet1,참푸드(주)
chamotdeul,농업회사법인 (주)참옻들
champ123,(주)(주)디테크 게엠베하
champaign1,(주)샴페인
chamsal,(주)참살
chamsuri1,(주)참수리디앤에이
chamt01,(주)차메디텍
chamtech,(주)참테크
chan9289,에스앤씨(주)
chanam1223,한성이앤지(주)
chang12,(주)창헬스케어
chang2308,(주)한얼인터프론
chang3108,(주)이온코르크
chang3320,성창공업사
chang5981,(주)니어베베
chang8887,(주)티오피테크
changane,(주)창안애
changdai,창대산업
changdo1212,창도건축자재
changdoe,(주)진성앤푸드원
changdoneng,(주)창돈엔지니어링
change1445,(주)오케이바이오랜드
changepoint,(주)체인지포인트
changgong77,(주)창공테크
changgyung1,(주)창경씨엠씨
changhae3178,창해정밀
changhwa0,(주)창화에너지
changil21,창일정공
changin1000,(주)창인
changin19,(주)창인
changjin,(주)창진엠앤디
changjo0620,창조산업보건센터(주)
changjo14,(주)창조에스티
changju54,(주)농업회사법인 창주
changky,(주)창경
changkyung65,(주)씨엔에이치시스템
changlimind,(주)태영지앤텍
changmin3533,창민금속
changrw,지성하이테크
changrw55,(주)가보
changs87,(주)창성씨앤엘
changshin86,(주)창신정밀
changsof,(주)창소프트아이앤아이
changspt,창성소프트젤(주)
CHANGSUA,(주)청수아
changsun6496,창선랙기어
changtam,(주)창의와탐구
changtech,창테크(주)
changvent208,현대멀티캡(주)
changwonb7,(주)창원기전
changwooit,(주)창우산업
changwoon,창운산업
changwoon169,창운전기(주)
chanhong114,(주)알엔텍
chanijoa,미래기술
chankyu2000,(주)에이엠피바이오
chanlancom,(주)찬란한컴퍼니
channeloct,(주)채널옥트
channelplay,(주)채널플레이
chanyul,(주)찬율
chaon0316,(주)차온
chapeaux,(주)샤뽀
charaasset,카라투자자문(주)
charlie,(주)디티앤씨
charmchi7,(주)캠스콘
charmtro,(주)참그래핀
charmvit,(주)참빛솔루션
charzin,(주)차지인
chasco0307,(주)케이씨유
chase2016,(주)체이스
chasy,체이시로보틱스(주)
chbath,씨티비
CHBREEZE,(주)직방
chcc74,(주)세진에프에이
chd0107,(주)청담스틸
chdmedic,씨에이치디(주)
che0070,(주)쉐어앤서비스
chebigen,(주)케비젠
checkmal,(주)체크멀 
checkstory13,체크스토리
cheerupkorea,치얼업코리아(주)
cheesetree,(주)치즈트리
chei0528,씨누코(주)
cheil,제일전자공업(주)
cheil001,(주)제일테크
cheil7766,제일종합기술(주)
cheil777,제일전기공업(주)
cheilfoodone,(주)제일푸드원
cheilmob,(주)제일모빌
cheilsteel0,(주)제일특수강
chem209,(주)켐베이스
chemax01,(주)케맥스
chemax03,(주)케맥스
chemcobio001,(주)켐코바이오
chemcokorea7,켐코코리아(주)
chemgas,켐가스코리아(주)
chemichung,제이씨씨(주)
chemico,케미코첨단소재(주)
chemiflon,케미프론
chemifolio,(주)주식회사 케미폴리오
chemipams,(주)케미팜스
chemitop1,(주)케미탑
chemon00,(주)켐온 (CHEMON Inc.)
chemopti,(주)켐옵틱스
chemotec,(주)제이제이인더스트리
chemplus,(주)켐플러스
chempole,(주)켐폴
chemre,캠리
chemresys1,(주)켐리시스
chems,포토캠스
chems100,(주)바이텍켐스
chemsfield,(주)켐스필드코리아
chemsteel,(주)켐스틸글로벌
chemtopia,(주)켐토피아
chengang,(주)천강
chenkug2,성운메탈
chenv,청해이엔브이(주)
cheolrim1111,(주)에이치케이정공
cheolsane,(주)철산엔터테인먼트
cheonbo17920,천보이엔테크
cheong2314,엔앤씨 메디메틱(주)(농업회사법인)
cheong38,(주)엘가
cheonga,(주)청아숲
cheonghoeng,청호이엔지
cheongrice,청미 
cheongse,(주)청세
cheongun78,농업회사법인 청운표고(주)
cheongwoo,청우화학(주)
cheonil7,(주)천일
cheonji123,(주)천지산업
cheonmyung,(주)천명
cheonsan1,(주)천산
cheonumtk,(주)천음테크
cheonwoo9,(주)천우굿프랜즈
cheonwoon1,(주)천운
chequer,(주)체커 (CHEQUER)
cherground,"(주)쉐어그라운드 (Cher Ground, Inc.)"
cherokee98,(주)패밀리카라반
cherrypink,하우컴퍼니
chery201,(주)솔버아이티
cheryongind,제룡산업(주)
cheumpp,(주)채움피플 
cheun101,치사람치과기공소
cheun216,(주)윈켐
cheungsol,(유한)청솔식품
chewon,제원화섬(주)
CHEXCAR,(주)체카
chexkdh,(주)알에프컴
chfd0102,청해식품
chfhd400,허클베리핀
chg199427,(주)몽우
chgood94,(주)창현정밀
chh5321,(주)유성앤텍
chharmony,(주)씨에이치하모니
chhydro,창해산업(주)
chi0808,경기메탈
chi9395,대한공영
chibario,유니로드(주)
chieflmh,브이알카버(주)
chieko586,농업회사법인한백년(유한)
chience,(주)카이언스
chijoo,(주)지주
childf,한국아동가족상담센터(주)
childy,(주)차일디
chilsung7472,(주)칠성하이텍
chinada,(주)차이나다
chinhan17,(주)친한F&amp;B
chinus,천하이너스
chio0717,(주)뽀뽀뜨
chipchoc,(주)로민
chipwork,ChipWork
chiroche,(주)카이로켐
chiss21,CnC Technologies. Co
chiuyi93,(주)아이케이인터내셔널
chiyerang,치예랑
chjalee,(주)블루시그마
chjik,(주)제이아이테크
chjoh11,(주)참좋은환경
chjung8079,(주)정일써키트
chk26581,(주)칩스케이
chk4912,(주)봉황씨원
chkang2006,피에스티(주)
chkdy1,(주)대영인텍
chkim145,코스모메치콘(주)
chkj9727,디엘
chkjkh,(주)초이스툴링
chl2977,(주)씨앤에이치
chlee074,어업회사법인 씨알(주)
chlee70,일평기연
chleun,철은인터내셔날(주)
chloland,(주)클로랜드
chltjdwn71,(주)무영
chlxorb9,우창산업
chm16617471,(주)천해무
chm4649,(주)천문
chm73166,(주)씨에이치엠테크
chm8360,(주)코하마
chmedi,(주)청훈
chmtech1741,영천테크론
chn8437,(주)엔케이
chnet007,(주)참네트
cho513815837,(주)라온솔루션
cho6878,(주)에이엘
choandkang,조앤강(주)
chobkgogo777,예비창업자 조병관
chobty,(주)케이.브이.에이
CHOCM874,엔티이엔지(주)
choco2011,(주)쵸코스페이스
chocolatsoft,(주)초콜릿소프트
chodj0912,(주)지텍
chods1,(주)콕스 
choecono,브이메이커(주)(주)
choeunENG,(주)조은이엔지
chogeyoun,(주)위아프렌즈
chohil,(주)비엔씨테크
choi1002,(주)피제이씨
choi10816,(주)링크솔루션
choi1337,(주)한나이엔지
choi1403,(주)세현하이테크
choi2685,(주)일진윈테크
choi4181,(주)레티널
choi8057,메를로랩(주)
choi9113,(주)집현전
choi9458,농업회사법인 주식회사 천마
choi9660,(주)한국펄프
choibj26,대양공업(주)
choice4,(주)초이스엔텍
choidaekyu,(주)유성폴리머
choijd21,(주)키오떼이앤씨
choijk61,(주)아진산업
choikang7374,(주)서현리모텍
choikum,(주)금오광통신
choil00,대성이엔이(주)
choil000,대신이엔텍(주)
choing,유주티엔씨(주)
choisang,해청기계
choisjtop1,(주)에이스홈데코
choissc,(주)지앤
choistec,(주)초이스테크놀로지
choistech,초이스테크닉스(주)
choitaew,(주)유에너지
choiyh72,(주)미르텍코리아
choiyh721,(주)에스와이씨
choiyk01,라파코리아(주)
choldings,(주)코레이즈홀딩스
chomdan,첨단기공(주)
chommy18,(주)더춈미
chon0310,천일석재
chon0977,일렉큐브(주)
chong123,(주)청남기술
chongyoo,(주)미스터챌린지
chonhatech,(주)천하정보기술
chonjang153,(주)호미소프트
chonsis,(주)촌시스(CHONSIS)
choo0557,(주)제이엔티솔루션
chooman,(주)씨앤아이테크놀로지
choon74,(주)에이케이레저
choongangeng,(주)중앙엔지니어링
choos1,(주)제주컨버전스
choreo,(주)안무공장
chorustex,성서섬유
chory00,(주)메디쎄이
chos2s,(주)이룸에스엔에스
chosb525,데이콘스(DACONS)
